"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jul 22 18:10:15 GMT 2024","Mon Jul 22 18:10:20 GMT 2024","5340","","com.practicesoftwaretesting.UserTest","","com.practicesoftwaretesting.UserTest","testUser","testUser()",""
